"","lhs","rhs","support","confidence","lift"
"25","{product_cues_8_10=low,product_cues_1_13=low}","{Q41.Sex=Male}",0.118196811434854,0.325757575757576,0.965070081926759
"26","{product_cues_1_13=high}","{Q41.Sex=Male}",0.128642111050027,0.368503937007874,1.09170791761779
"27","{product_cues_1_13=high,production_cues_a_g=high}","{Q41.Sex=Male}",0.108301264431006,0.367537313432836,1.0888442559191
"28","{fashion_innovativeness=low,product_cues_1_13=high}","{Q41.Sex=Male}",0.11434854315558,0.390243902439024,1.15611345038532
"29","{product_cues_1_13=high,product_cues_11_13=high}","{Q41.Sex=Male}",0.114898295766905,0.405825242718447,1.2022738053825
"30","{product_cues_1_13=high,aesthetic_aspect=high}","{Q41.Sex=Male}",0.119296316657504,0.363484087102177,1.07683640788088
"31","{product_cues_1_13=high,product_cues_8_10=high}","{Q41.Sex=Male}",0.120945574491479,0.365448504983389,1.08265607583841
"32","{product_cues_1_13=high,product_cues_1_7_11_13=high}","{Q41.Sex=Male}",0.124244090159428,0.369885433715221,1.09580065786317
"33","{product_cues_1_13=high,product_cues_1_10=high}","{Q41.Sex=Male}",0.126992853216053,0.369009584664537,1.09320591938891
"34","{product_cues_1_13=high,functional_aspect=high}","{Q41.Sex=Male}",0.128092358438703,0.369255150554675,1.09393341833706
"35","{product_cues_1_7_11_13=high}","{Q41.Sex=Male}",0.1412864211105,0.360955056179775,1.06934405079969
"36","{production_cues_a_g=high,product_cues_1_7_11_13=high}","{Q41.Sex=Male}",0.11214953271028,0.357894736842105,1.06027773015601
"37","{product_cues_8_10=high,product_cues_1_7_11_13=high}","{Q41.Sex=Male}",0.121495327102804,0.363486842105263,1.0768445696897
"38","{product_cues_11_13=high,product_cues_1_7_11_13=high}","{Q41.Sex=Male}",0.122594832325454,0.398926654740608,1.18183645761102
"39","{fashion_innovativeness=low,product_cues_1_7_11_13=high}","{Q41.Sex=Male}",0.126443100604728,0.387205387205387,1.14711172528762
"40","{product_cues_1_7_11_13=high,product_cues_1_10=high}","{Q41.Sex=Male}",0.129191863661352,0.360429447852761,1.06778691472992
"41","{aesthetic_aspect=high,product_cues_1_7_11_13=high}","{Q41.Sex=Male}",0.131390874106652,0.352507374631268,1.04431745025127
"42","{product_cues_1_7_11_13=high,functional_aspect=high}","{Q41.Sex=Male}",0.140736668499175,0.362606232294618,1.07423572727021
"43","{sustainable_commitment=low}","{Q41.Sex=Male}",0.1412864211105,0.306682577565632,0.90855962311382
"44","{product_cues_1_13=low,sustainable_commitment=low}","{Q41.Sex=Male}",0.108301264431006,0.303076923076923,0.897877724880982
"45","{fashion_innovativeness=low,sustainable_commitment=low}","{Q41.Sex=Male}",0.133589884551952,0.326174496644295,0.966305227029272
"46","{product_cues_1_10=high}","{Q41.Sex=Male}",0.158878504672897,0.357673267326733,1.05962161769923
"47","{product_cues_11_13=high,product_cues_1_10=high}","{Q41.Sex=Male}",0.115997800989555,0.400379506641366,1.18614059052222
"48","{product_cues_1_10=high,sustainable_commitment=high}","{Q41.Sex=Male}",0.117097306212205,0.387978142076503,1.14940104305726
"49","{production_cues_a_g=high,product_cues_1_10=high}","{Q41.Sex=Male}",0.128642111050027,0.358895705521472,1.06324314062469
"50","{aesthetic_aspect=high,product_cues_1_10=high}","{Q41.Sex=Male}",0.139087410665201,0.345156889495225,1.02254133874888
"51","{fashion_innovativeness=low,product_cues_1_10=high}","{Q41.Sex=Male}",0.1434854315558,0.384955752212389,1.14044709002335
"52","{product_cues_8_10=high,product_cues_1_10=high}","{Q41.Sex=Male}",0.146783947223749,0.363760217983651,1.07765445686036
"53","{product_cues_1_10=high,functional_aspect=high}","{Q41.Sex=Male}",0.157229246838922,0.358395989974937,1.06176271297135
"54","{product_cues_11_13=low}","{Q41.Sex=Male}",0.162177020340847,0.300101729399797,0.889063592472687
"55","{product_cues_11_13=low,functional_aspect=high}","{Q41.Sex=Male}",0.102253985706432,0.282245827010622,0.836164754612902
"56","{product_cues_11_13=low,product_cues_1_10=low}","{Q41.Sex=Male}",0.119296316657504,0.309116809116809,0.915771133197843
"57","{product_cues_11_13=low,product_cues_1_7_11_13=low}","{Q41.Sex=Male}",0.1434854315558,0.314457831325301,0.931594128958832
"58","{product_cues_11_13=low,product_cues_1_13=low}","{Q41.Sex=Male}",0.148433205057724,0.312862108922364,0.92686673636772
"59","{product_cues_11_13=low,fashion_innovativeness=low}","{Q41.Sex=Male}",0.152281473336998,0.320601851851852,0.949796039932441
"60","{product_cues_11_13=high}","{Q41.Sex=Male}",0.175371083012644,0.381578947368421,1.13044316818104
"61","{product_cues_11_13=high,sustainable_commitment=high}","{Q41.Sex=Male}",0.119296316657504,0.406367041198502,1.20387890543986
"62","{production_cues_a_g=high,product_cues_11_13=high}","{Q41.Sex=Male}",0.138537658053876,0.381240544629349,1.12944063628793
"63","{product_cues_11_13=high,product_cues_8_10=high}","{Q41.Sex=Male}",0.1434854315558,0.379912663755459,1.12550673513221
"64","{product_cues_11_13=high,aesthetic_aspect=high}","{Q41.Sex=Male}",0.151181968114349,0.36813922356091,1.09062743918126
"65","{fashion_innovativeness=low,product_cues_11_13=high}","{Q41.Sex=Male}",0.160527762506872,0.402203856749311,1.19154530199837
"66","{product_cues_11_13=high,functional_aspect=high}","{Q41.Sex=Male}",0.163826278174821,0.38058748403576,1.127505917689
"67","{product_cues_1_10=low}","{Q41.Sex=Male}",0.178669598680594,0.321463897131553,0.952349884173118
"68","{product_cues_1_10=low,functional_aspect=high}","{Q41.Sex=Male}",0.108851017042331,0.307453416149068,0.910843263803184
"69","{product_cues_1_10=low,product_cues_1_7_11_13=low}","{Q41.Sex=Male}",0.166575041231446,0.318611987381703,0.943900985419086
"70","{fashion_innovativeness=low,product_cues_1_10=low}","{Q41.Sex=Male}",0.16932380428807,0.337719298245614,1.00050717183839
"71","{product_cues_1_10=low,product_cues_1_13=low}","{Q41.Sex=Male}",0.177020340846619,0.321357285429142,0.952034042663858
"72","{sustainable_commitment=high}","{Q41.Sex=Male}",0.196261682242991,0.363914373088685,1.0781111476357
"73","{product_cues_1_13=low,sustainable_commitment=high}","{Q41.Sex=Male}",0.100604727872457,0.342696629213483,1.01525271749076
"74","{aesthetic_aspect=high,sustainable_commitment=high}","{Q41.Sex=Male}",0.142935678944475,0.337662337662338,1.00033842379119
"75","{production_cues_a_g=high,sustainable_commitment=high}","{Q41.Sex=Male}",0.153380978559648,0.36953642384106,1.09476670190047
"76","{product_cues_8_10=high,sustainable_commitment=high}","{Q41.Sex=Male}",0.154480483782298,0.372679045092838,1.10407684531575
"77","{functional_aspect=high,sustainable_commitment=high}","{Q41.Sex=Male}",0.170973062122045,0.371565113500597,1.10077677761822
"78","{fashion_innovativeness=low,sustainable_commitment=high}","{Q41.Sex=Male}",0.179219351291919,0.385798816568047,1.14294470250371
"79","{product_cues_1_7_11_13=low}","{Q41.Sex=Male}",0.196261682242991,0.322493224932249,0.955399309693423
"80","{product_cues_1_7_11_13=low,production_cues_a_g=high}","{Q41.Sex=Male}",0.100054975261132,0.320987654320988,0.950938995455825
"81","{product_cues_1_7_11_13=low,functional_aspect=high}","{Q41.Sex=Male}",0.125343595382078,0.309782608695652,0.917743591559269
"82","{fashion_innovativeness=low,product_cues_1_7_11_13=low}","{Q41.Sex=Male}",0.186366135239142,0.340361445783133,1.00833464149759
"83","{product_cues_1_7_11_13=low,product_cues_1_13=low}","{Q41.Sex=Male}",0.191863661352391,0.322253000923361,0.954687636285983
"84","{product_cues_1_13=low}","{Q41.Sex=Male}",0.208905992303463,0.320945945945946,0.95081543269654
"85","{product_cues_1_13=low,production_cues_a_g=high}","{Q41.Sex=Male}",0.103903243540407,0.314475873544093,0.931647579766621
"86","{product_cues_1_13=low,aesthetic_aspect=high}","{Q41.Sex=Male}",0.109400769653656,0.259791122715405,0.769641778858829
"87","{product_cues_1_13=low,functional_aspect=high}","{Q41.Sex=Male}",0.137987905442551,0.309494451294698,0.916889913526149
"88","{fashion_innovativeness=low,product_cues_1_13=low}","{Q41.Sex=Male}",0.19846069268829,0.341532639545885,1.01180435070678
"89","{product_cues_8_10=high}","{Q41.Sex=Male}",0.211654755360088,0.341918294849023,1.01294687024491
"90","{aesthetic_aspect=high,product_cues_8_10=high}","{Q41.Sex=Male}",0.166025288620121,0.329334787350055,0.975667716921416
"91","{production_cues_a_g=high,product_cues_8_10=high}","{Q41.Sex=Male}",0.168774051676745,0.346892655367232,1.02768361581921
"92","{fashion_innovativeness=low,product_cues_8_10=high}","{Q41.Sex=Male}",0.195711929631666,0.35959595959596,1.06531767183233
"93","{product_cues_8_10=high,functional_aspect=high}","{Q41.Sex=Male}",0.197910940076965,0.344827586206897,1.0215657643491
"94","{production_cues_a_g=high}","{Q41.Sex=Male}",0.212204507971413,0.339489885664028,1.00575260915776
"95","{production_cues_a_g=high,aesthetic_aspect=high}","{Q41.Sex=Male}",0.160527762506872,0.317736670293798,0.941307822906218
"96","{production_cues_a_g=high,functional_aspect=high}","{Q41.Sex=Male}",0.189114898295767,0.338249754178958,1.00207866913929
"97","{fashion_innovativeness=low,production_cues_a_g=high}","{Q41.Sex=Male}",0.19956019791094,0.36815415821501,1.09067168370212
"98","{aesthetic_aspect=high}","{Q41.Sex=Male}",0.22869708631116,0.30520909757887,0.904194378657923
"99","{aesthetic_aspect=high,functional_aspect=high}","{Q41.Sex=Male}",0.204507971412864,0.321243523316062,0.951697017771852
"100","{fashion_innovativeness=low,aesthetic_aspect=high}","{Q41.Sex=Male}",0.208356239692139,0.325042881646655,0.962952771523234
"101","{functional_aspect=high}","{Q41.Sex=Male}",0.266080263881253,0.335644937586685,0.994361793925375
"102","{fashion_innovativeness=low,functional_aspect=high}","{Q41.Sex=Male}",0.246838922484882,0.357768924302789,1.05990500538562
"103","{fashion_innovativeness=low}","{Q41.Sex=Male}",0.31280923584387,0.357861635220126,1.06017966525311
"104","{product_cues_1_13=high}","{Q41.Sex=Female}",0.220450797141286,0.631496062992126,0.953270820400562
"105","{product_cues_1_13=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.150082462891699,0.610738255033557,0.921936004901278
"106","{product_cues_1_13=high,product_cues_11_13=high}","{Q41.Sex=Female}",0.168224299065421,0.594174757281553,0.896932683398461
"107","{fashion_innovativeness=low,product_cues_1_13=high}","{Q41.Sex=Female}",0.178669598680594,0.609756097560976,0.920453395405323
"108","{product_cues_1_13=high,production_cues_a_g=high}","{Q41.Sex=Female}",0.186366135239142,0.632462686567164,0.954729980801387
"109","{product_cues_1_13=high,aesthetic_aspect=high}","{Q41.Sex=Female}",0.208905992303463,0.636515912897822,0.960848502540364
"110","{product_cues_1_13=high,product_cues_8_10=high}","{Q41.Sex=Female}",0.210005497526113,0.634551495016611,0.957883128162005
"111","{product_cues_1_13=high,product_cues_1_7_11_13=high}","{Q41.Sex=Female}",0.211654755360088,0.630114566284779,0.951185390931131
"112","{product_cues_1_13=high,product_cues_1_10=high}","{Q41.Sex=Female}",0.217152281473337,0.630990415335463,0.952507523232538
"113","{product_cues_1_13=high,functional_aspect=high}","{Q41.Sex=Female}",0.218801539307312,0.630744849445325,0.952136830822445
"114","{production_cues_a_g=low,functional_aspect=high}","{Q41.Sex=Female}",0.156679494227598,0.670588235294118,1.01228215767635
"115","{product_cues_8_10=low,production_cues_a_g=low}","{Q41.Sex=Female}",0.159978009895547,0.659863945578231,0.99609337510938
"116","{production_cues_a_g=low,aesthetic_aspect=high}","{Q41.Sex=Female}",0.175920835623969,0.720720720720721,1.08795932862323
"117","{production_cues_a_g=low}","{Q41.Sex=Female}",0.249587685541506,0.665689149560117,1.00488677431523
"118","{production_cues_a_g=low,sustainable_commitment=low}","{Q41.Sex=Female}",0.168224299065421,0.671052631578947,1.01298318410133
"119","{product_cues_11_13=low,production_cues_a_g=low}","{Q41.Sex=Female}",0.190214403518417,0.682445759368836,1.03018160688126
"120","{product_cues_1_10=low,production_cues_a_g=low}","{Q41.Sex=Female}",0.194062671797691,0.671102661596958,1.01305870659325
"121","{product_cues_1_7_11_13=low,production_cues_a_g=low}","{Q41.Sex=Female}",0.20065970313359,0.675925925925926,1.02033963424005
"122","{product_cues_1_13=low,production_cues_a_g=low}","{Q41.Sex=Female}",0.215503023639362,0.672384219554031,1.01499327416496
"123","{fashion_innovativeness=low,production_cues_a_g=low}","{Q41.Sex=Female}",0.218801539307312,0.658940397350993,0.994699238822786
"124","{product_cues_8_10=low,functional_aspect=high}","{Q41.Sex=Female}",0.150632215503024,0.688442211055276,1.03923351195813
"125","{product_cues_8_10=low,aesthetic_aspect=high}","{Q41.Sex=Female}",0.182517866959868,0.744394618834081,1.12369610926074
"126","{product_cues_8_10=low}","{Q41.Sex=Female}",0.255085211654755,0.669552669552669,1.01071892607162
"127","{product_cues_8_10=low,sustainable_commitment=low}","{Q41.Sex=Female}",0.172072567344695,0.671673819742489,1.01392089469841
"128","{product_cues_8_10=low,product_cues_11_13=low}","{Q41.Sex=Female}",0.205057724024189,0.685661764705882,1.03503630705394
"129","{product_cues_8_10=low,fashion_innovativeness=low}","{Q41.Sex=Female}",0.212754260582738,0.645,0.973655601659751
"130","{product_cues_8_10=low,product_cues_1_7_11_13=low}","{Q41.Sex=Female}",0.217702034084662,0.6723259762309,1.01490535333113
"131","{product_cues_8_10=low,product_cues_1_10=low}","{Q41.Sex=Female}",0.22649807586586,0.665589660743134,1.00473659161142
"132","{product_cues_8_10=low,product_cues_1_13=low}","{Q41.Sex=Female}",0.244639912039582,0.674242424242424,1.01779831510122
"133","{product_cues_1_7_11_13=high}","{Q41.Sex=Female}",0.250137438152831,0.639044943820225,0.964666184903725
"134","{product_cues_1_7_11_13=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.165475536008796,0.625779625779626,0.9446416093719
"135","{product_cues_11_13=high,product_cues_1_7_11_13=high}","{Q41.Sex=Female}",0.184716877405168,0.601073345259392,0.907346402511895
"136","{fashion_innovativeness=low,product_cues_1_7_11_13=high}","{Q41.Sex=Female}",0.200109950522265,0.612794612794613,0.925040166533943
"137","{production_cues_a_g=high,product_cues_1_7_11_13=high}","{Q41.Sex=Female}",0.201209455744915,0.642105263157895,0.969285870277353
"138","{product_cues_8_10=high,product_cues_1_7_11_13=high}","{Q41.Sex=Female}",0.212754260582738,0.636513157894737,0.960844343743175
"139","{product_cues_1_7_11_13=high,product_cues_1_10=high}","{Q41.Sex=Female}",0.229246838922485,0.639570552147239,0.965459613573301
"140","{aesthetic_aspect=high,product_cues_1_7_11_13=high}","{Q41.Sex=Female}",0.241341396371633,0.647492625368732,0.977418328253712
"141","{product_cues_1_7_11_13=high,functional_aspect=high}","{Q41.Sex=Female}",0.247388675096207,0.637393767705382,0.962173662619162
"142","{product_cues_1_10=high,sustainable_commitment=low}","{Q41.Sex=Female}",0.100604727872457,0.706563706563706,1.06658869895384
"143","{product_cues_11_13=low,product_cues_1_10=high}","{Q41.Sex=Female}",0.111599780098955,0.722419928825623,1.09052435728947
"144","{product_cues_1_10=high}","{Q41.Sex=Female}",0.285321605277625,0.642326732673267,0.969620188159895
"145","{product_cues_11_13=high,product_cues_1_10=high}","{Q41.Sex=Female}",0.17372182517867,0.599620493358634,0.905153259269174
"146","{product_cues_1_10=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.184716877405168,0.612021857923497,0.92387365938825
"147","{fashion_innovativeness=low,product_cues_1_10=high}","{Q41.Sex=Female}",0.229246838922485,0.615044247787611,0.928436088569015
"148","{production_cues_a_g=high,product_cues_1_10=high}","{Q41.Sex=Female}",0.22979659153381,0.641104294478528,0.96777486444518
"149","{product_cues_8_10=high,product_cues_1_10=high}","{Q41.Sex=Female}",0.25673446948873,0.636239782016349,0.960431670944181
"150","{aesthetic_aspect=high,product_cues_1_10=high}","{Q41.Sex=Female}",0.263881253435954,0.654843110504775,0.988514205815922
"151","{product_cues_1_10=high,functional_aspect=high}","{Q41.Sex=Female}",0.281473336998351,0.641604010025063,0.968529206834514
"152","{product_cues_11_13=high,sustainable_commitment=low}","{Q41.Sex=Female}",0.109950522264981,0.662251655629139,0.999697727460086
"153","{product_cues_1_10=low,product_cues_11_13=high}","{Q41.Sex=Female}",0.110500274876306,0.650485436893204,0.981936107642106
"154","{product_cues_1_13=low,product_cues_11_13=high}","{Q41.Sex=Female}",0.115997800989555,0.657320872274143,0.99225449515906
"155","{product_cues_11_13=high}","{Q41.Sex=Female}",0.284222100054975,0.618421052631579,0.933533522603188
"156","{product_cues_11_13=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.174271577789994,0.593632958801498,0.89611481498749
"157","{production_cues_a_g=high,product_cues_11_13=high}","{Q41.Sex=Female}",0.224848818031886,0.61875945537065,0.934044356281505
"158","{product_cues_11_13=high,product_cues_8_10=high}","{Q41.Sex=Female}",0.234194612424409,0.620087336244541,0.936048850314374
"159","{fashion_innovativeness=low,product_cues_11_13=high}","{Q41.Sex=Female}",0.238592633315008,0.597796143250689,0.902399323297098
"160","{product_cues_11_13=high,aesthetic_aspect=high}","{Q41.Sex=Female}",0.259483232545355,0.63186077643909,0.953821371238759
"161","{product_cues_11_13=high,functional_aspect=high}","{Q41.Sex=Female}",0.266630016492578,0.61941251596424,0.935030179700376
"162","{product_cues_8_10=high,sustainable_commitment=low}","{Q41.Sex=Female}",0.147333699835074,0.720430107526882,1.08752063534556
"163","{production_cues_a_g=high,sustainable_commitment=low}","{Q41.Sex=Female}",0.151181968114349,0.719895287958115,1.08671330190524
"164","{product_cues_11_13=low,sustainable_commitment=low}","{Q41.Sex=Female}",0.209455744914788,0.710820895522388,1.07301511116616
"165","{product_cues_1_10=low,sustainable_commitment=low}","{Q41.Sex=Female}",0.218801539307312,0.687392055267703,1.03764825604311
"166","{sustainable_commitment=low}","{Q41.Sex=Female}",0.319406267179769,0.693317422434368,1.04659285594034
"167","{product_cues_1_7_11_13=low,sustainable_commitment=low}","{Q41.Sex=Female}",0.234744365035734,0.703459637561779,1.06190297155591
"168","{functional_aspect=high,sustainable_commitment=low}","{Q41.Sex=Female}",0.237493128092358,0.71404958677686,1.07788896128391
"169","{aesthetic_aspect=high,sustainable_commitment=low}","{Q41.Sex=Female}",0.240241891148983,0.736930860033727,1.11242924016709
"170","{product_cues_1_13=low,sustainable_commitment=low}","{Q41.Sex=Female}",0.249037932930181,0.696923076923077,1.05203574848388
"171","{fashion_innovativeness=low,sustainable_commitment=low}","{Q41.Sex=Female}",0.275975810885102,0.673825503355705,1.01716895485811
"172","{product_cues_1_10=low,sustainable_commitment=high}","{Q41.Sex=Female}",0.158328752061572,0.666666666666667,1.00636237897649
"173","{product_cues_11_13=low,sustainable_commitment=high}","{Q41.Sex=Female}",0.168774051676745,0.686800894854586,1.03675587364356
"174","{product_cues_1_7_11_13=low,sustainable_commitment=high}","{Q41.Sex=Female}",0.177570093457944,0.646,0.975165145228216
"175","{product_cues_1_13=low,sustainable_commitment=high}","{Q41.Sex=Female}",0.192963166575041,0.657303370786517,0.992228075900974
"176","{sustainable_commitment=high}","{Q41.Sex=Female}",0.34304562946674,0.636085626911315,0.960198967096831
"177","{product_cues_8_10=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.260032985156679,0.627320954907162,0.946968312843259
"178","{production_cues_a_g=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.261682242990654,0.63046357615894,0.951712236542002
"179","{aesthetic_aspect=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.280373831775701,0.662337662337662,0.999827558333782
"180","{fashion_innovativeness=low,sustainable_commitment=high}","{Q41.Sex=Female}",0.285321605277625,0.614201183431953,0.92716344619313
"181","{functional_aspect=high,sustainable_commitment=high}","{Q41.Sex=Female}",0.289169873556899,0.628434886499403,0.948649841114036
"182","{product_cues_11_13=low,product_cues_8_10=high}","{Q41.Sex=Female}",0.173172072567345,0.71753986332574,1.08315768580043
"183","{product_cues_11_13=low,production_cues_a_g=high}","{Q41.Sex=Female}",0.188015393073117,0.718487394957983,1.0845880260818
"184","{product_cues_11_13=low,aesthetic_aspect=high}","{Q41.Sex=Female}",0.261132490379329,0.771103896103896,1.16401492698173
"185","{product_cues_11_13=low,functional_aspect=high}","{Q41.Sex=Female}",0.260032985156679,0.717754172989378,1.08348119557484
"186","{product_cues_11_13=low}","{Q41.Sex=Female}",0.378229796591534,0.699898270600203,1.05652693296412
"187","{product_cues_11_13=low,product_cues_1_10=low}","{Q41.Sex=Female}",0.266630016492578,0.690883190883191,1.04291827735811
"188","{product_cues_11_13=low,product_cues_1_7_11_13=low}","{Q41.Sex=Female}",0.31280923584387,0.685542168674699,1.03485577163425
"189","{product_cues_11_13=low,fashion_innovativeness=low}","{Q41.Sex=Female}",0.322704782847719,0.679398148148148,1.02558110496388
"190","{product_cues_11_13=low,product_cues_1_13=low}","{Q41.Sex=Female}",0.326003298515668,0.687137891077636,1.03726458412466
"191","{product_cues_1_10=low,product_cues_8_10=high}","{Q41.Sex=Female}",0.150632215503024,0.698979591836735,1.05514014734525
"192","{product_cues_1_10=low,production_cues_a_g=high}","{Q41.Sex=Female}",0.183067619571193,0.68659793814433,1.03644950164692
"193","{product_cues_1_10=low,aesthetic_aspect=high}","{Q41.Sex=Female}",0.25673446948873,0.741269841269841,1.11897912138576
"194","{product_cues_1_10=low,functional_aspect=high}","{Q41.Sex=Female}",0.245189664650907,0.692546583850932,1.04542924151439
"195","{product_cues_1_10=low}","{Q41.Sex=Female}",0.377130291368884,0.678536102868447,1.02427981005619
"196","{fashion_innovativeness=low,product_cues_1_10=low}","{Q41.Sex=Female}",0.332050577240242,0.662280701754386,0.999741573851642
"197","{product_cues_1_10=low,product_cues_1_7_11_13=low}","{Q41.Sex=Female}",0.356239692138538,0.681388012618297,1.02858489207691
"198","{product_cues_1_10=low,product_cues_1_13=low}","{Q41.Sex=Female}",0.373831775700935,0.678642714570858,1.02444074506588
"199","{product_cues_1_7_11_13=low,product_cues_8_10=high}","{Q41.Sex=Female}",0.194612424409016,0.683397683397683,1.03161857767667
"200","{product_cues_1_7_11_13=low,production_cues_a_g=high}","{Q41.Sex=Female}",0.211654755360088,0.679012345679012,1.0249987193279
"201","{product_cues_1_7_11_13=low,aesthetic_aspect=high}","{Q41.Sex=Female}",0.279274326553051,0.741605839416058,1.1194863252264
"202","{product_cues_1_7_11_13=low,functional_aspect=high}","{Q41.Sex=Female}",0.279274326553051,0.690217391304348,1.04191322388598
"203","{product_cues_1_7_11_13=low}","{Q41.Sex=Female}",0.412314458493678,0.677506775067751,1.0227259948948
"204","{fashion_innovativeness=low,product_cues_1_7_11_13=low}","{Q41.Sex=Female}",0.361187465640462,0.659638554216867,0.995753137029446
"205","{product_cues_1_7_11_13=low,product_cues_1_13=low}","{Q41.Sex=Female}",0.403518416712479,0.677746999076639,1.02308862350241
"206","{product_cues_1_13=low,product_cues_8_10=high}","{Q41.Sex=Female}",0.19736118746564,0.685114503816794,1.03421019289855
"207","{product_cues_8_10=high}","{Q41.Sex=Female}",0.407366684991754,0.658081705150977,0.99340300553496
"208","{production_cues_a_g=high,product_cues_8_10=high}","{Q41.Sex=Female}",0.317757009345794,0.653107344632768,0.985893991607474
"209","{aesthetic_aspect=high,product_cues_8_10=high}","{Q41.Sex=Female}",0.338097855964816,0.670665212649945,1.01239835834876
"210","{fashion_innovativeness=low,product_cues_8_10=high}","{Q41.Sex=Female}",0.348543155579989,0.64040404040404,0.966717800410746
"211","{product_cues_8_10=high,functional_aspect=high}","{Q41.Sex=Female}",0.376030786146234,0.655172413793103,0.989011303476892
"212","{product_cues_1_13=low,production_cues_a_g=high}","{Q41.Sex=Female}",0.22649807586586,0.685524126455907,1.03482853611892
"213","{production_cues_a_g=high}","{Q41.Sex=Female}",0.412864211105003,0.660510114335972,0.99706879500177
"214","{fashion_innovativeness=low,production_cues_a_g=high}","{Q41.Sex=Female}",0.342495876855415,0.63184584178499,0.953798826727715
"215","{production_cues_a_g=high,aesthetic_aspect=high}","{Q41.Sex=Female}",0.344694887300715,0.682263329706202,1.02990622135733
"216","{production_cues_a_g=high,functional_aspect=high}","{Q41.Sex=Female}",0.36998350742166,0.661750245821042,0.998940827509109
"217","{product_cues_1_13=low,aesthetic_aspect=high}","{Q41.Sex=Female}",0.31170973062122,0.740208877284595,1.11737755002546
"218","{product_cues_1_13=low}","{Q41.Sex=Female}",0.442001099505223,0.679054054054054,1.0250616799372
"219","{product_cues_1_13=low,functional_aspect=high}","{Q41.Sex=Female}",0.307861462341946,0.690505548705302,1.0423482100373
"220","{fashion_innovativeness=low,product_cues_1_13=low}","{Q41.Sex=Female}",0.382627817482133,0.658467360454115,0.993985169017457
"221","{}","{Q41.Sex=Female}",0.662451896646509,0.662451896646509,1
"222","{aesthetic_aspect=high}","{Q41.Sex=Female}",0.520615722924684,0.69479090242113,1.04881713817762
